source_package,source_version,component,upstream_field,family,decision,relationship,representative,rationale,source_url,inventory_position,schema,schema_position
textstat,0.7.13,public API,flesch_reading_ease,readability,excluded,algebraic conditional,textstat_syllable_count;textstat_lexicon_count;textstat_sentence_count,206.835 - 1.015*(W/N) - 84.6*(S/W); upstream zero branches; W=lexicon_count; N=sentence_count; C=char_count; L=letter_count; S=syllable_count; P=polysyllabcount; B=long_word_count,https://pypi.org/project/textstat/0.7.13/,89,writing_features_v2,not retained
textstat,0.7.13,public API,flesch_kincaid_grade,readability,excluded,algebraic conditional,textstat_syllable_count;textstat_lexicon_count;textstat_sentence_count,0.39*(W/N) + 11.8*(S/W) - 15.59; upstream zero branches; W=lexicon_count; N=sentence_count; C=char_count; L=letter_count; S=syllable_count; P=polysyllabcount; B=long_word_count,https://pypi.org/project/textstat/0.7.13/,90,writing_features_v2,not retained
textstat,0.7.13,public API,polysyllabcount,lexical_surface_complexity,retained,eligible scalar; conceptual overlap allowed,textstat_polysyllabcount,Count upstream list_words whose textstat syllable_count >= 3,https://pypi.org/project/textstat/0.7.13/,91,writing_features_v2,40
textstat,0.7.13,public API,smog_index,readability,excluded,algebraic conditional,textstat_polysyllabcount;textstat_sentence_count,1.043*sqrt(30*P/N) + 3.1291; zero for N=0; W=lexicon_count; N=sentence_count; C=char_count; L=letter_count; S=syllable_count; P=polysyllabcount; B=long_word_count,https://pypi.org/project/textstat/0.7.13/,92,writing_features_v2,not retained
textstat,0.7.13,public API,coleman_liau_index,readability,excluded,algebraic conditional,textstat_letter_count;textstat_lexicon_count;textstat_sentence_count,5.8*L/W - 29.6*N/W - 15.8; upstream zero branches; W=lexicon_count; N=sentence_count; C=char_count; L=letter_count; S=syllable_count; P=polysyllabcount; B=long_word_count,https://pypi.org/project/textstat/0.7.13/,93,writing_features_v2,not retained
textstat,0.7.13,public API,automated_readability_index,readability,excluded,algebraic conditional,textstat_char_count;textstat_lexicon_count;textstat_sentence_count,4.71*C/W + 0.5*W/N - 21.43 only when punctuation-preserving word count equals W; upstream zero branches; not universally reconstructible; W=lexicon_count; N=sentence_count; C=char_count; L=letter_count; S=syllable_count; P=polysyllabcount; B=long_word_count,https://pypi.org/project/textstat/0.7.13/,94,writing_features_v2,not retained
textstat,0.7.13,public API,linsear_write_formula,readability,retained,eligible scalar; conceptual overlap allowed,textstat_linsear_write_formula,"Use first 100 nonempty punctuation-stripped words, retaining corresponding raw token span for sentence_count; weight 1 for 1-2 syllables and 3 for >=3; q = weighted sum / sentence_count(span); return (q-2)/2 if q<=20 else q/2",https://pypi.org/project/textstat/0.7.13/,95,writing_features_v2,41
textstat,0.7.13,public API,difficult_words,lexical_surface_complexity,retained,eligible scalar; conceptual overlap allowed,textstat_difficult_words,Number of unique case-sensitive upstream word forms classified as difficult after lowercasing for English easy-word membership and >=2 textstat syllables; distinct from readability occurrence counts,https://pypi.org/project/textstat/0.7.13/,96,writing_features_v2,42
textstat,0.7.13,public API,difficult_words_list,lexical_surface_complexity,excluded,non-scalar or utility,none: not a document scalar,"Transformation, list or word-level predicate; excluded by scalar document contract",https://pypi.org/project/textstat/0.7.13/,97,writing_features_v2,not retained
textstat,0.7.13,public API,is_difficult_word,lexical_surface_complexity,excluded,non-scalar or utility,none: not a document scalar,"Transformation, list or word-level predicate; excluded by scalar document contract",https://pypi.org/project/textstat/0.7.13/,98,writing_features_v2,not retained
textstat,0.7.13,public API,is_easy_word,lexical_surface_complexity,excluded,non-scalar or utility,none: not a document scalar,"Transformation, list or word-level predicate; excluded by scalar document contract",https://pypi.org/project/textstat/0.7.13/,99,writing_features_v2,not retained
textstat,0.7.13,public API,gunning_fog,readability,retained,eligible scalar; conceptual overlap allowed,textstat_gunning_fog,0.4 * (words_per_sentence + 100 * difficult word occurrences / lexicon_count); English difficult threshold=3; uses easy-word membership (not polysyllabcount),https://pypi.org/project/textstat/0.7.13/,100,writing_features_v2,43
textstat,0.7.13,public API,lix,readability,excluded,algebraic conditional,textstat_long_word_count;textstat_lexicon_count;textstat_sentence_count,W/N + 100*B/W; upstream zero branches; W=lexicon_count; N=sentence_count; C=char_count; L=letter_count; S=syllable_count; P=polysyllabcount; B=long_word_count,https://pypi.org/project/textstat/0.7.13/,101,writing_features_v2,not retained
textstat,0.7.13,public API,rix,readability,excluded,algebraic conditional,textstat_long_word_count;textstat_sentence_count,B/N; zero for N=0; W=lexicon_count; N=sentence_count; C=char_count; L=letter_count; S=syllable_count; P=polysyllabcount; B=long_word_count,https://pypi.org/project/textstat/0.7.13/,102,writing_features_v2,not retained
textstat,0.7.13,public API,spache_readability,readability,retained,eligible scalar; conceptual overlap allowed,textstat_spache_readability,0.141 * words_per_sentence + 0.086 * (100 * difficult word occurrences / lexicon_count) + 0.839; occurrence threshold=2; easy-word membership,https://pypi.org/project/textstat/0.7.13/,103,writing_features_v2,44
textstat,0.7.13,public API,dale_chall_readability_score_v2,readability,excluded,algebraic conditional,textstat_spache_readability;textstat_lexicon_count;textstat_sentence_count,A=W/N; D=(Spache-0.141*A-0.839)/0.086; raw=0.1579*D+0.0496*A; add 3.6365 iff raw>0.05; zero for W=0; Spache precedes DC-v2; W=lexicon_count; N=sentence_count; C=char_count; L=letter_count; S=syllable_count; P=polysyllabcount; B=long_word_count,https://pypi.org/project/textstat/0.7.13/,104,writing_features_v2,not retained
textstat,0.7.13,public API,text_standard,readability,excluded,algebraic conditional,dale_chall_readability_score;textstat_linsear_write_formula;textstat_gunning_fog;textstat_syllable_count;textstat_lexicon_count;textstat_sentence_count;textstat_char_count;textstat_letter_count;textstat_polysyllabcount,Deterministic majority of floored/ceiled/rounded readability grades; formula ingredients retained on common domains (ARI punctuation-preserving denominator caveat applies); string output is also non-scalar; W=lexicon_count; N=sentence_count; C=char_count; L=letter_count; S=syllable_count; P=polysyllabcount; B=long_word_count,https://pypi.org/project/textstat/0.7.13/,105,writing_features_v2,not retained
textstat,0.7.13,public API,reading_time,length_productivity,excluded,algebraic conditional,textstat_char_count,14.69*C/1000 using default ms_per_char=14.69; W=lexicon_count; N=sentence_count; C=char_count; L=letter_count; S=syllable_count; P=polysyllabcount; B=long_word_count,https://pypi.org/project/textstat/0.7.13/,106,writing_features_v2,not retained
textstat,0.7.13,public API,fernandez_huerta,non_english,excluded,outside language scope,none: outside English inventory,Non-English measure; outside the English v2 contract,https://pypi.org/project/textstat/0.7.13/,107,writing_features_v2,not retained
textstat,0.7.13,public API,szigriszt_pazos,non_english,excluded,outside language scope,none: outside English inventory,Non-English measure; outside the English v2 contract,https://pypi.org/project/textstat/0.7.13/,108,writing_features_v2,not retained
textstat,0.7.13,public API,gutierrez_polini,non_english,excluded,outside language scope,none: outside English inventory,Non-English measure; outside the English v2 contract,https://pypi.org/project/textstat/0.7.13/,109,writing_features_v2,not retained
textstat,0.7.13,public API,crawford,non_english,excluded,outside language scope,none: outside English inventory,Non-English measure; outside the English v2 contract,https://pypi.org/project/textstat/0.7.13/,110,writing_features_v2,not retained
textstat,0.7.13,public API,osman,non_english,excluded,outside language scope,none: outside English inventory,Non-English measure; outside the English v2 contract,https://pypi.org/project/textstat/0.7.13/,111,writing_features_v2,not retained
textstat,0.7.13,public API,gulpease_index,non_english,excluded,outside language scope,none: outside English inventory,Non-English measure; outside the English v2 contract,https://pypi.org/project/textstat/0.7.13/,112,writing_features_v2,not retained
textstat,0.7.13,public API,long_word_count,lexical_surface_complexity,retained,eligible scalar; conceptual overlap allowed,textstat_long_word_count,Count upstream list_words with rm_apostrophe=True and len(word) > 6,https://pypi.org/project/textstat/0.7.13/,113,writing_features_v2,45
textstat,0.7.13,public API,monosyllabcount,lexical_surface_complexity,retained,eligible scalar; conceptual overlap allowed,textstat_monosyllabcount,Count upstream list_words whose textstat syllable_count == 1,https://pypi.org/project/textstat/0.7.13/,114,writing_features_v2,46
textstat,0.7.13,public API,wiener_sachtextformel,non_english,excluded,outside language scope,none: outside English inventory,Non-English measure; outside the English v2 contract,https://pypi.org/project/textstat/0.7.13/,115,writing_features_v2,not retained
textstat,0.7.13,public API,mcalpine_eflaw,readability,excluded,algebraic conditional,textstat_lexicon_count;textstat_sentence_count;textstat_miniword_count,(W + miniword_count)/N; zero for N=0; W=lexicon_count; N=sentence_count; C=char_count; L=letter_count; S=syllable_count; P=polysyllabcount; B=long_word_count,https://pypi.org/project/textstat/0.7.13/,116,writing_features_v2,not retained
